broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Germ cell,,FGFR3,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,UTF1,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,YBX2,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,DDX4,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,TEX101,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,ACTL7B,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,SYCP3,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,TNP1,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,HILS1,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,ACRV1,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,PRM2,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,PRM1,Human,Testis,Testis,Normal,Normal cell,Germ cell
Germ cell,,DMRT1,Human,Testis,Testis,Normal,Normal cell,Germ cell
