broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD8+,CD8a,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,CD3d,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,TNF,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,IL-13,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,BCL-6,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,IL-4,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,GATA3,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,Cd69,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,Klrg1,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,IL-21,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,IL13,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,IL4,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
T cell,,IL22,Human,Ovary,Ovary,Ovarian Cancer,Cancer cell,CD8+ T cell
