broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Amnion epithelial cell,,NANOG,Human,Placenta,Amniotic membrane,Normal,Normal cell,Amnion epithelial cell
Amnion epithelial cell,,OCT3/4,Human,Placenta,Amniotic membrane,Normal,Normal cell,Amnion epithelial cell
Amnion-like cell,,HEY1,Human,Placenta,Placenta,Normal,Normal cell,Amnion‐like cell
Amnion-like cell,,VIM1,Human,Placenta,Placenta,Normal,Normal cell,Amnion‐like cell
Stem cell,,CD44,Human,Placenta,Amniotic fluid,Normal,Normal cell,Amniotic fluid stem cell
Stem cell,,CD73,Human,Placenta,Amniotic fluid,Normal,Normal cell,Amniotic fluid stem cell
Stem cell,,CD90,Human,Placenta,Amniotic fluid,Normal,Normal cell,Amniotic fluid stem cell
Stem cell,,CD105,Human,Placenta,Amniotic fluid,Normal,Normal cell,Amniotic fluid stem cell
Stem cell,,NT5E,Human,Placenta,Amniotic fluid,Normal,Normal cell,Amniotic fluid stem cell
Stem cell,,THY1,Human,Placenta,Amniotic fluid,Normal,Normal cell,Amniotic fluid stem cell
Mesenchymal stem cell,CD106+,CD106,Human,Placenta,Chorionic villi,Normal,Normal cell,CD106+ mesenchymal stem cell
Mesenchymal stem cell,,CD87,Human,Placenta,Chorionic villi,Normal,Normal cell,CD106+ mesenchymal stem cell
Mesenchymal stem cell,,CD248,Human,Placenta,Chorionic villi,Normal,Normal cell,CD106+ mesenchymal stem cell
Mesenchymal stem cell,,CD47,Human,Placenta,Chorionic villi,Normal,Normal cell,CD106+ mesenchymal stem cell
Mesenchymal stem cell,,PLAUR,Human,Placenta,Chorionic villi,Normal,Normal cell,CD106+ mesenchymal stem cell
Mesenchymal stem cell,,VCAM1,Human,Placenta,Chorionic villi,Normal,Normal cell,CD106+ mesenchymal stem cell
Cytotrophoblast,,Cytokeratin-17,Human,Placenta,Placenta,Normal,Normal cell,Cytotrophoblast
Cytotrophoblast,,FGF10,Human,Placenta,Placenta,Normal,Normal cell,Cytotrophoblast
Decidual cell,,IGFBP1,Human,Placenta,Placenta,Normal,Normal cell,Decidual cell
Decidual cell,,PRL,Human,Placenta,Placenta,Normal,Normal cell,Decidual cell
Decidual cell,,DKK1,Human,Placenta,Placenta,Normal,Normal cell,Decidual cell
Dendritic cell,,CD83,Human,Placenta,Placenta,Normal,Normal cell,Dendritic cell
Dendritic cell,,CD52,Human,Placenta,Placenta,Normal,Normal cell,Dendritic cell
Dendritic cell,,CD14,Human,Placenta,Placenta,Normal,Normal cell,Dendritic cell
Dendritic cell,,CD86,Human,Placenta,Placenta,Normal,Normal cell,Dendritic cell
