broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Monocyte,Suppressive,CD14,Human,Blood,Peripheral blood,Normal,Normal cell,Suppressive monocyte
Monocyte,Suppressive,CD11b,Human,Blood,Peripheral blood,Normal,Normal cell,Suppressive monocyte
Monocyte,Suppressive,HLA-DR,Human,Blood,Peripheral blood,Normal,Normal cell,Suppressive monocyte
Monocyte,,CD33,Human,Blood,Peripheral blood,Normal,Normal cell,Suppressive monocyte
Monocyte,,CD123,Human,Blood,Peripheral blood,Normal,Normal cell,Suppressive monocyte
Monocyte,,CD11c,Human,Blood,Peripheral blood,Normal,Normal cell,Suppressive monocyte
Monocyte,,CD16,Human,Blood,Peripheral blood,Normal,Normal cell,Suppressive monocyte
