broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Naive,CCR7,Human,Blood,Blood,Normal,Normal cell,Naive CD4 T cell
T cell,Naive,SELL,Human,Blood,Blood,Normal,Normal cell,Naive CD4 T cell
T cell,CD4,TCF7,Human,Blood,Blood,Normal,Normal cell,Naive CD4 T cell
T cell,CD4,LEF1,Human,Blood,Blood,Normal,Normal cell,Naive CD4 T cell
