broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Regulatory,FOXP3,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,CTLA4,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,CD25,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,IL2RA,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,ICOS,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,FOXP3,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,CTLA4,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,CD25,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,IL2RA,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,ICOS,Human,Blood,Blood,Normal,Normal cell,Regulatory T(Treg) cell
