broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Effector,CD45RA,Human,Blood,Peripheral blood,Normal,Normal cell,Effector T cell
T cell,Effector,CD27,Human,Blood,Peripheral blood,Normal,Normal cell,Effector T cell
