broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Immature myeloid cell,,CD123,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CD16,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CD66b,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CD14,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CD11c,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,HLA-DR,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CD33,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CD15,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CD11b,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,IL3RA,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,FCGR3A,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,CEACAM8,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
Immature myeloid cell,,FUT4,Human,Blood,Peripheral blood,Normal,Normal cell,Immature myeloid cell
