broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Red blood cell,erythrocyte,CD235a,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,erythrocyte,GlyA,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,erythrocyte,CD71,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,erythrocyte,CD235A,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,erythrocyte,HBB,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,erythrocyte,ALAS2,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,erythrocyte,GYPA,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,erythrocyte,TFRC,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,,CD24,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,,CD45,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,,Ter119,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,,CD49D,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,,SPI1,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,,PTPRC,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
Red blood cell,,ITGA4,Human,Blood,Blood,Normal,Normal cell,Red blood cell (erythrocyte)
