species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Esophagus,Esophagus,UBERON_0001043,Esophageal Cancer,Cancer cell,Monocyte,CL_0000576,CD68,CD68
Human,Esophagus,Esophagus,UBERON_0001043,Esophageal Cancer,Cancer cell,Monocyte,CL_0000576,CD16,FCGR3A
Human,Esophagus,Esophagus,UBERON_0001043,Esophageal Cancer,Cancer cell,Monocyte,CL_0000576,CD14,CD14
