broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
progenitor cell,Monocyte,CCR2,Human,Liver,Fetal liver,Normal,Normal cell,Monocyte-dendritic cell progenitor cell
progenitor cell,dendritic cell,CSF1R,Human,Liver,Fetal liver,Normal,Normal cell,Monocyte-dendritic cell progenitor cell
