broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
erythrocyte,Early,BPGM,Human,Liver,Fetal liver,Normal,Normal cell,Early erythrocyte
erythrocyte,,GYPA,Human,Liver,Fetal liver,Normal,Normal cell,Early erythrocyte
