broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Delta cell,,RGS2,Human,Liver,Liver,Normal,Normal cell,Delta cell
Delta cell,,SLC38A1,Human,Liver,Liver,Normal,Normal cell,Delta cell
Delta cell,,FFAR4,Human,Liver,Liver,Normal,Normal cell,Delta cell
Delta cell,,LEPR,Human,Liver,Liver,Normal,Normal cell,Delta cell
Delta cell,,SEC11C,Human,Liver,Liver,Normal,Normal cell,Delta cell
Delta cell,,CD9,Human,Liver,Liver,Normal,Normal cell,Delta cell
