broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Exhausted,PD-1,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,Exhausted,TIGIT,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,Exhausted,CXCL13,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,Exhausted,CTLA4,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,Exhausted,PDCD1,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,CD4+,PD-1,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,CD4+,TIGIT,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,CD4+,CXCL13,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,CD4+,CTLA4,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
T cell,CD4+,PDCD1,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Exhausted CD4+ T cell
