broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Fibroblast,,COL1A2,Human,Lung,Lung,Non-small Cell Lung Cancer,Cancer cell,Fibroblast
Fibroblast,,ACTA2,Human,Lung,Lung,Non-small Cell Lung Cancer,Cancer cell,Fibroblast
