broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,,CD3G,Human,Lung,Lung,Normal,Normal cell,CD4 T cell
T cell,,CD3D,Human,Lung,Lung,Normal,Normal cell,CD4 T cell
T cell,,CD3E,Human,Lung,Lung,Normal,Normal cell,CD4 T cell
T cell,,CD8A,Human,Lung,Lung,Normal,Normal cell,CD4 T cell
T cell,,CD8B,Human,Lung,Lung,Normal,Normal cell,CD4 T cell
T cell,CD4,CD40LG,Human,Lung,Lung,Normal,Normal cell,CD4 T cell
