broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Immune cell,,IL-6,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IL-27,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IL-1β,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IL-1α,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,TSLP,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,TNF,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,CCL24,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,TGF-β1,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,CCL2,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IFN-γ,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IL-18,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,TGF-β2,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,CCL5,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IL6,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IL27,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
Immune cell,,IL18,Human,Lung,Bronchus,Normal,Normal cell,Immune cell
