broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Cancer cell,,ITGB2 rs3788142,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,VWF rs73049469,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,MSRA,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,RUNX3,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,AMD1,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,UGT1A9,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,SULT2A1,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,PLIN2,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,PTK7,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,CD3ζ,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,CD8α,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,CTNNB1 S37C,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,EGFR,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,SBS3,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,TERT,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
Cancer cell,,MET,Human,Lung,Lung,Lung Cancer,Cancer cell,Cancer cell
