species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Bone marrow,Bone marrow,UBERON_0002371,Multiple Myeloma,Cancer cell,Immune cell,CL_0000738,CD45,PTPRC
Human,Bone marrow,Bone marrow,UBERON_0002371,Multiple Myeloma,Cancer cell,Immune cell,CL_0000738,PTPRC,PTPRC
