species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Germ,Germ,,Normal,Normal cell,Primordial germ cell,CL_0000670,Dnmt3l,
Human,Germ,Germ,,Normal,Normal cell,Primordial germ cell,CL_0000670,Dppa2,
Human,Germ,Germ,,Normal,Normal cell,Primordial germ cell,CL_0000670,Dppa3,
