broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Cancer stem cell,Cancer,CD44,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Cancer,CD47,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Cancer,CD24,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Cancer,CK5,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Cancer,CK20,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Cancer,KRT5,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Cancer,KRT20,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Stem,CD133,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Stem,ALDH1,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Stem,OCT4,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Stem,SOX2,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Stem,PROM1,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Stem,ALDH1A1,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Stem,POU5F1,Human,Bladder,Bladder,Bladder Cancer,Cancer cell,Cancer stem cell
