species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Bone marrow,Bone marrow,UBERON_0002371,Normal,Normal cell,GZMK CD8 cell,,CD8A,CD8A
Human,Bone marrow,Bone marrow,UBERON_0002371,Normal,Normal cell,GZMK CD8 cell,,GZMK,GZMK
