species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD4,CD4
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,THC,WAS
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD3,
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD4,CD4
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,IL-17a,
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,IFN-γ,
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD4,CD4
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD3,
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD4,CD4
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,IL6ST,IL6ST
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD3E,CD3E
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD25,IL2RA
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,KIR2DL4,KIR2DL4
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,KIR3DP1,KIR3DP1
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,pp65,
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CXCR5,CXCR5
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,ZFP36L2,ZFP36L2
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,ZFP36L3,
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,T helper(Th) cell,,CD38,CD38
