species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CD69,CD69
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CD103,ITGAE
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CD103,ITGAE
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CD101,CD101
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CD49a,ITGA1
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CCR5,CCR5
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,PD-1,PDCD1
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CD69,CD69
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CCR8,CCR8
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,PPRG,
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CD44,CD44
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,CXCR6,CXCR6
Human,Blood,Blood,UBERON_0000178,Normal,Normal cell,Tissue resident memory T(TRM) cell,,AHR,AHR
