species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Knee joint,Synovium,UBERON_0007616,Normal,Normal cell,Macrophage,CL_0000235,CD68,CD68
Human,Knee joint,Synovium,UBERON_0007616,Normal,Normal cell,Macrophage,CL_0000235,CD166,ALCAM
