broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Progenitor cell,,CK19,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,SCA-1,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,CK5,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,ABCG2,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,PD-1,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,CD8,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,TCF1,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,KRT19,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,CASP3,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,KRT5,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,PDCD1,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,CD8A,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
Progenitor cell,,HNF1A,Human,Prostate,Prostate,Prostate Cancer,Cancer cell,Progenitor cell
