broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
cell,AIRE-enriched,CCR7,Human,Tonsil,Tonsil,Normal,Normal cell,AIRE-enriched cell
B cell,,MS4A1,Human,Tonsil,Tonsil,Head And Neck Squamous Cell Carcinoma,Cancer cell,B cell
B cell,,CD19,Human,Tonsil,Tonsil,Head And Neck Squamous Cell Carcinoma,Cancer cell,B cell
B cell,,CD83,Human,Tonsil,Palatine tonsil,Lymphoma,Cancer cell,B cell
B cell,,CXCR4,Human,Tonsil,Palatine tonsil,Lymphoma,Cancer cell,B cell
B cell,,AICDA,Human,Tonsil,Palatine tonsil,Lymphoma,Cancer cell,B cell
B cell,,BCL2A1,Human,Tonsil,Palatine tonsil,Lymphoma,Cancer cell,B cell
B cell,,CD75,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,CD23,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,CD20,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,CD40,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,CD21,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,IFI44L,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,XAF1,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,MX1,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,FCER2,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,MS4A1,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
B cell,,CR2,Human,Tonsil,Tonsil,Normal,Normal cell,B cell
T cell,CD4+,HLADR,Human,Tonsil,Tonsil,Normal,Normal cell,CD4+ T cell
T cell,CD4+,CXCR5,Human,Tonsil,Tonsil,Normal,Normal cell,CD4+ T cell
T cell,CD4+,CD25,Human,Tonsil,Tonsil,Normal,Normal cell,CD4+ T cell
T cell,CD4+,CD69,Human,Tonsil,Tonsil,Normal,Normal cell,CD4+ T cell
T cell,CD4+,IL2RA,Human,Tonsil,Tonsil,Normal,Normal cell,CD4+ T cell
Classical monocyte,,CD16,Human,Tonsil,Tonsil,Normal,Normal cell,Classical monocyte
Classical monocyte,,CD68,Human,Tonsil,Tonsil,Normal,Normal cell,Classical monocyte
Classical monocyte,,CD11b,Human,Tonsil,Tonsil,Normal,Normal cell,Classical monocyte
Classical monocyte,,CD14,Human,Tonsil,Tonsil,Normal,Normal cell,Classical monocyte
Classical monocyte,,CD88,Human,Tonsil,Tonsil,Normal,Normal cell,Classical monocyte
Classical monocyte,,CD89,Human,Tonsil,Tonsil,Normal,Normal cell,Classical monocyte
