broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Regulatory,IL2RA,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,IKZF2,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,CTLA4,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,IL10RA,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,TIGIT,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,FOXP3+,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,IL2RA,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,IKZF2,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,CTLA4,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,TIGIT,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,FOXP3+,Human,Bone marrow,Bone marrow,Normal,Normal cell,Regulatory T(Treg) cell
