broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Hematopoietic stem cell,,AVP,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,HOXB6,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,KCNJ13,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,ANGPT1,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,ELN,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,HLF,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,FLT3,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,EXD2,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,HTR1F,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,CRHBP,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,AL157895.1,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,FAM301,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,SPINK2,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,MEIS1,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,HOXA3,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,CRYGD,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,FAM124B,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,MSRB3,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,ATP8B4,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,MYCT1,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,KLF1,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,THY1,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,MPL,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,LAPTM4B,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,CLEC3B,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,MMRN1,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
Hematopoietic stem cell,,VWF,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,Hematopoietic stem cell
