broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Bipolar cell,,Aquaporin-0,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,ISLET-1,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,Go-alpha,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,OTX2,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,VSX2,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,TMEM215,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,TRPM1,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,CAMK2B,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,GRM6,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,VSX1,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
Bipolar cell,,RCVRN,Human,Eye,Retina,Normal,Normal cell,Bipolar cell
