species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,IL13R,
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,PRF7,
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,GZMH,GZMH
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,IFNG,IFNG
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,CD69,CD69
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,GZMK,GZMK
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,CD8B,CD8B
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,CD8A,CD8A
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,CD3D,CD3D
Human,Bile duct,Bile duct,UBERON_0002394,Cholangiocarcinoma,Cancer cell,Naive CD8+ T cell,,GZMA,GZMA
