broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Acinar cell,,AQP5,Human,Bone marrow,Bone marrow,Normal,Normal cell,Acinar cell
Acinar cell,,PanCK,Human,Bone marrow,Bone marrow,Normal,Normal cell,Acinar cell
T cell,Activated,CD25,Human,Bone marrow,Bone marrow,Colorectal Cancer,Cancer cell,Activated memory T cell
T cell,Activated,Ki67,Human,Bone marrow,Bone marrow,Colorectal Cancer,Cancer cell,Activated memory T cell
T cell,Activated,IL2RA,Human,Bone marrow,Bone marrow,Colorectal Cancer,Cancer cell,Activated memory T cell
T cell,Memory,CD45RO,Human,Bone marrow,Bone marrow,Colorectal Cancer,Cancer cell,Activated memory T cell
T cell,,CD3,Human,Bone marrow,Bone marrow,Colorectal Cancer,Cancer cell,Activated memory T cell
Antibody-secreting cell,Antibody-secreting,CD39,Human,Bone marrow,Bone marrow,Normal,Normal cell,Antibody-secreting cell
Antibody-secreting cell,Antibody-secreting,CD130,Human,Bone marrow,Bone marrow,Normal,Normal cell,Antibody-secreting cell
Antibody-secreting cell,Antibody-secreting,ENTPD1,Human,Bone marrow,Bone marrow,Normal,Normal cell,Antibody-secreting cell
Antibody-secreting cell,Antibody-secreting,IL6ST,Human,Bone marrow,Bone marrow,Normal,Normal cell,Antibody-secreting cell
Astrocyte,,AQP1,Human,Bone marrow,Spinal cord,Normal,Normal cell,Astrocyte
Astrocyte,,GFAP,Human,Bone marrow,Spinal cord,Normal,Normal cell,Astrocyte
B cell,,IGKC,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,B cell
B cell,,IGL,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,B cell
B cell,,MME,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,B cell
B cell,,BLK,Human,Bone marrow,Bone marrow,B-Acute Lymphoblastic Leukemia,Cancer cell,B cell
