broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Mesenchymal stem cell,,CD29,Human,Ligament,Anterior cruciate ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD90,Human,Ligament,Anterior cruciate ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD44,Human,Ligament,Anterior cruciate ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD105,Human,Ligament,Anterior cruciate ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,ITGB1,Human,Ligament,Anterior cruciate ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,THY1,Human,Ligament,Anterior cruciate ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD133,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD163,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD146,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD73,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD45,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD44,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD90,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD29,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD166,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD144,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD74,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD53,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD31,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD105,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD11c,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD34,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD14,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD97,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD49c,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD40,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD106,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,PROM1,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,MCAM,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,NT5E,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,PTPRC,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,THY1,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,ITGB1,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,ALCAM,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CDH5,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,PECAM1,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,ADGRE5,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,VCAM1,Human,Ligament,Ligament,Normal,Normal cell,Mesenchymal stem cell
