broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD8,CD8A,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,TBCC,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,ABT1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,ARHGAP8,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,MYST3,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,SLC16A7,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,LEPROTL1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,ZNF609,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,TMC6,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,SFRS7,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,DNAJB1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,C4orf15,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,PRF1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,RBM3,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,VAMP2,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,PPP1R2,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,ZEB1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,ZNF22,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,C19orf6,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,TSC22D3,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,APBA2,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,ZFP36L2,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,GZMM,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,PF4,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,C12orf47,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,THUMPD1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,LIME1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,ZNF91,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,FLT3LG,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,GADD45A,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,CDKN2AIP,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,CAMLG,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,SF1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,KLF9,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,PRR5,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,AES,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,KAT6A,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,SRSF7,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,HAUS3,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,TMEM259,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,MAPKAPK5-AS1,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,,TLE5,Human,Stomach,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
