broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD8+,CD8,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,CD8+,CD8A,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,Memory,CD127,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,Memory,IL7R,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,,FGFBP2,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,,GZMH,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,,GNLY,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,,CD38,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,,HLADR,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
T cell,,CD3,Human,Blood,Blood,Normal,Normal cell,Memory CD8+ T cell
