broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Progenitor cell,,GATA2,Human,Blood,Blood,Acute Myeloid Leukemia,Cancer cell,Progenitor cell
Progenitor cell,,MPO,Human,Blood,Blood,Acute Myeloid Leukemia,Cancer cell,Progenitor cell
Progenitor cell,,SPI1,Human,Blood,Blood,Acute Myeloid Leukemia,Cancer cell,Progenitor cell
