broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD4+,IKZF2,Human,Blood,Blood,Normal,Cancer cell,CD4+ T cell
T cell,CD4+,SOX,Human,Blood,Blood,Normal,Cancer cell,CD4+ T cell
T cell,CD4+,FOX,Human,Blood,Blood,Normal,Cancer cell,CD4+ T cell
