broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Dendritic cell,Plasmacytoid,CLEC4C,Human,Blood,Venous blood,Normal,Normal cell,Plasmacytoid dendritic cell(pDC)
Dendritic cell,Plasmacytoid,IL3RA,Human,Blood,Venous blood,Normal,Normal cell,Plasmacytoid dendritic cell(pDC)
