species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,CD3d,
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,CD8a,
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,TNF,TNF
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,IL-13,IL13
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,BCL-6,
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,IL-4,IL4
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,GATA3,GATA3
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,Cd69,
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,Klrg1,
Human,Ovary,Ovary,UBERON_0000992,Ovarian Cancer,Cancer cell,CD8+ T cell,CL_0000625,IL-21,IL22
