species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Prostate,Prostate,UBERON_0002367,Castration-resistant prostate cancer,Cancer cell,Stem cell,CL_0000034,ALDH1,ALDH1A1
Human,Prostate,Prostate,UBERON_0002367,Castration-resistant prostate cancer,Cancer cell,Stem cell,CL_0000034,CD44,CD44
Human,Prostate,Prostate,UBERON_0002367,Castration-resistant prostate cancer,Cancer cell,Stem cell,CL_0000034,NANOG,NANOG
