species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Undefined,Undefined,,Normal,Normal cell,Profibrotic macrophage,,PDGF-AA,
Human,Undefined,Undefined,,Normal,Normal cell,Profibrotic macrophage,,CX3CR1,CX3CR1
