broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Cancer cell,,NUF2,Human,Liver,Liver,Hepatocellular Cancer,Cancer cell,Cancer cell
Cancer cell,,CTNNB1,Human,Liver,Liver,Hepatocellular Cancer,Cancer cell,Cancer cell
