broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Dendritic cell,cDC2,CLEC10A,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Conventional dendritic cell 2(cDC2)
Dendritic cell,cDC2,FCER1A,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Conventional dendritic cell 2(cDC2)
Dendritic cell,cDC2,CD1C,Human,Liver,Liver,Hepatocellular Carcinoma,Cancer cell,Conventional dendritic cell 2(cDC2)
