broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Exhausted,HAVCR2,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,Exhausted,LAYN,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,Exhausted,TIGIT,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,Exhausted,PDCD1,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,Exhausted,CTLA4,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,Exhausted,LAG3,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,Exhausted,CXCR6,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,CD8+,IRF4,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,CD8+,GIMAP6,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,,HSPB1,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,,CXCL13,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
T cell,,HSPH1,Human,Undefined,Undefined,Melanoma,Cancer cell,Exhausted CD8+ T cell
