broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD8+,CD8B,Human,Undefined,Undefined,Lymphoma,Cancer cell,CD8+ T cell
T cell,,CD3D,Human,Undefined,Undefined,Lymphoma,Cancer cell,CD8+ T cell
