broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
B cell,,BCR,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD2,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD5,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD9,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD14,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD19,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD22,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD27,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD80,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD86,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD34,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD38,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD40,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD48,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD68,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD69,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD70,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD81,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CCR10,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CXCR3,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,ZAP70,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD84,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD83,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD163,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD24,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD185,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD20,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD39,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD194,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD196,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD35,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD21,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD115,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD152,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD23,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD32,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD16,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD183,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD25,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD122,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD126,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD130,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD127,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD212,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD137,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD229,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD10,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD73,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD279,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,PD-1,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD31,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,B220,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD45,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD45R,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD138,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD62L,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD43,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD284,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD218a,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD267,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD217,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD319,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,BAFF-R,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD268,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD192,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD11b,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD11c,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD1c,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD1d,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD45RA,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD45RO,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD49d,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD78,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD79a,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD79b,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,Flt3,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,IgM,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,IL-13alpha1,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,IL-21R,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,MHC class II,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,RAG,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,IgD,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,OX40L,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,MB2,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,PAX5,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD150,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,FMC7,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD37,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CCR7,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,JCHAIN,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD3E,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,MS4A1,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD79A,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,CD79B,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,EBF1,Human,Undefined,Undefined,Normal,Normal cell,B cell
B cell,,FOXO1,Human,Undefined,Undefined,Normal,Normal cell,B cell
