broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Intermediate progenitor cell,,PPP1R17,Human,Brain,Cortex,Normal,Normal cell,Intermediate progenitor cell
Intermediate progenitor cell,,EOMES,Human,Brain,Cortex,Normal,Normal cell,Intermediate progenitor cell
Intermediate progenitor cell,,NEUROD4,Human,Brain,Cortex,Normal,Normal cell,Intermediate progenitor cell
