broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Glial cell,,S100,Human,Nerve,Nerve,Normal,Normal cell,Glial cell
Glial cell,,S100A1,Human,Nerve,Nerve,Normal,Normal cell,Glial cell
Glial cell,,GFAP,Human,Nerve,Sympathetic ganglion,Normal,Normal cell,Glial cell
Glial cell,,S100,Human,Nerve,Sympathetic ganglion,Normal,Normal cell,Glial cell
Glial cell,,S100A1,Human,Nerve,Sympathetic ganglion,Normal,Normal cell,Glial cell
Microglial cell,,IBA1,Human,Nerve,Optic nerve,Normal,Normal cell,Microglial cell
Microglial cell,,AIF1,Human,Nerve,Optic nerve,Normal,Normal cell,Microglial cell
T cell,CD4+,markerC,Human,Nerve,Optic nerve,Normal,Normal cell,T cell
T cell,CD4+,markerA,Human,Nerve,Optic nerve,Normal,Normal cell,T cell
T cell,Effector,markerE,Human,Nerve,Optic nerve,Normal,Normal cell,T cell
T cell,Effector,markerB,Human,Nerve,Optic nerve,Normal,Normal cell,T cell
T cell,Effector,markerD,Human,Nerve,Optic nerve,Normal,Normal cell,T cell
