broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Fibroblast,,COL1A2,Human,Peritoneum,Peritoneum,Normal,Normal cell,Fibroblast
Fibroblast,,LUM,Human,Peritoneum,Peritoneum,Normal,Normal cell,Fibroblast
Fibroblast,,MMP2,Human,Peritoneum,Peritoneum,Normal,Normal cell,Fibroblast
Mesothelial cell,,UPK3B,Human,Peritoneum,Peritoneum,Normal,Normal cell,Mesothelial cell
Mesothelial cell,,CDH2,Human,Peritoneum,Peritoneum,Normal,Normal cell,Mesothelial cell
Mesothelial cell,,KRT7,Human,Peritoneum,Peritoneum,Normal,Normal cell,Mesothelial cell
Fibroblast,,COL1A2,Human,Peritoneum,Peritoneum,Normal,Normal cell,Fibroblast
Fibroblast,,LUM,Human,Peritoneum,Peritoneum,Normal,Normal cell,Fibroblast
Fibroblast,,MMP2,Human,Peritoneum,Peritoneum,Normal,Normal cell,Fibroblast
Mesothelial cell,,UPK3B,Human,Peritoneum,Peritoneum,Normal,Normal cell,Mesothelial cell
Mesothelial cell,,CDH2,Human,Peritoneum,Peritoneum,Normal,Normal cell,Mesothelial cell
Mesothelial cell,,KRT7,Human,Peritoneum,Peritoneum,Normal,Normal cell,Mesothelial cell
