species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Brain,White matter,UBERON_0002316,Normal,Normal cell,Astrocyte,CL_0000127,GJA1,GJA1
Human,Brain,White matter,UBERON_0002316,Normal,Normal cell,Astrocyte,CL_0000127,AQP4,AQP4
