species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,Nestin,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD90,THY1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,GD2,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,Nestin,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,Musashi-1,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,SOX2,SOX2
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD15,FUT4
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CLCC1,CLCC1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,SCAMP3,SCAMP3
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CADM1,CADM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,SLC16A1,SLC16A1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,HMOX1,HMOX1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,SOX2,SOX2
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,NANOG,NANOG
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,ASCL1,ASCL1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,Olig2,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,Nestin,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,OCT4,POU5F1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,SOX2,SOX2
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,FUT4,FUT4
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,PROM1,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,ALDH1A1,ALDH1A1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,Sox2,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,OCT4,POU5F1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD15,FUT4
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,Nestin,
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,SOX2,SOX2
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,POU3F2,POU3F2
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,OLIG2,OLIG2
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,ZNF117,ZNF117
Human,Brain,Brain,UBERON_0000955,Glioblastoma,Cancer cell,Cancer stem cell,,NES,NES
