broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Stem cell,,CD44,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD146,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,STRO-1,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,KLF4,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,NANOG,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,SOX2,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,OCT3/4,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD105,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,Musashi-1,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,Nestin,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD90,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,Vimentin,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,SSEA-4,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,E-cadherin,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD73,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD29,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD166,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD271,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD140a,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD51,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD31,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,CD45,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,MCAM,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,THY1,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,NT5E,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,ITGB1,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,ALCAM,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,NGFR,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,ITGAV,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,PECAM1,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
Stem cell,,PTPRC,Human,Tooth,Periodontal ligament,Normal,Normal cell,Stem cell
