broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Renal progenitor cell,,CD133,Human,Kidney,Kidney,Renal Cell Carcinoma,Cancer cell,Renal progenitor cell
Renal progenitor cell,,PAX2,Human,Kidney,Kidney,Renal Cell Carcinoma,Cancer cell,Renal progenitor cell
Renal progenitor cell,,PROM1,Human,Kidney,Kidney,Renal Cell Carcinoma,Cancer cell,Renal progenitor cell
