broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Endothelial cell,,PECAM1,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,KDR,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,SLC14A1,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,SEMA3G,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,PLVAP,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,AQP1,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,RAMP2,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,TEK,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,ICAM2,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,EGFL7,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
Endothelial cell,,ECSCR,Human,Kidney,Fetal kidney,Normal,Normal cell,Endothelial cell
