broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Antrum gastric epithelial cell,,PDX1,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Antrum gastric epithelial cell
Antrum gastric epithelial cell,,GAST,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Antrum gastric epithelial cell
B cell,,MS4A1,Human,Gastrointestinal tract,Esophagus,Esophageal Squamous Cell Carcinoma,Cancer cell,B cell
B cell,,CD79A,Human,Gastrointestinal tract,Esophagus,Esophageal Squamous Cell Carcinoma,Cancer cell,B cell
B cell,,MZB1,Human,Gastrointestinal tract,Esophagus,Esophageal Squamous Cell Carcinoma,Cancer cell,B cell
B cell,,JCHAIN,Human,Gastrointestinal tract,Esophagus,Esophageal Squamous Cell Carcinoma,Cancer cell,B cell
B cell,,CD19,Human,Gastrointestinal tract,Esophagus,Esophageal Squamous Cell Carcinoma,Cancer cell,B cell
B cell,,MS4A1,Human,Gastrointestinal tract,Gastrointestinal tract,Gastric Adenocarcinoma,Cancer cell,B cell
B cell,,CD79A,Human,Gastrointestinal tract,Gastrointestinal tract,Gastric Adenocarcinoma,Cancer cell,B cell
B cell,,CD79,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,B cell
B cell,,MS4A1,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,B cell
B cell,,CD19,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,B cell
Cancer cell,,DOG1,Human,Gastrointestinal tract,Gastrointestinal tract,Gastrointestinal stromal tumor,Cancer cell,Cancer cell
Cancer cell,,KIT,Human,Gastrointestinal tract,Gastrointestinal tract,Gastrointestinal stromal tumor,Cancer cell,Cancer cell
Cancer cell,,ANO1,Human,Gastrointestinal tract,Gastrointestinal tract,Gastrointestinal stromal tumor,Cancer cell,Cancer cell
Cancer cell,Stem,CD166,Human,Gastrointestinal tract,Gastrointestinal tract,Colorectal Cancer,Cancer cell,Cancer stem cell
Cancer cell,Stem,ALCAM,Human,Gastrointestinal tract,Gastrointestinal tract,Colorectal Cancer,Cancer cell,Cancer stem cell
T cell,CD8,CD8B,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
T cell,CD8,CD8A,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,CD8 T cell
Cytotoxic cell,,NKG7,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,GZMA,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,KLRD1,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,PRF1,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,GZMB,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,GZMH,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,KLRK1,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,CTSW,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,GNLY,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
Cytotoxic cell,,KLRB1,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Cytotoxic cell
T cell,Cytotoxic,CD8,Human,Gastrointestinal tract,Esophagus,Esophageal Cancer,Cancer cell,Cytotoxic T cell
T cell,Cytotoxic,CD8A,Human,Gastrointestinal tract,Esophagus,Esophageal Cancer,Cancer cell,Cytotoxic T cell
T cell,,IDO1,Human,Gastrointestinal tract,Esophagus,Esophageal Cancer,Cancer cell,Cytotoxic T cell
Dendritic cell,,CLEC4C,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Dendritic cell
Dendritic cell,,CD83,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Dendritic cell
Dendritic cell,,IRF4,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Dendritic cell
Dendritic cell,,ID2,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Dendritic cell
Dendritic cell,,HLA-DQA2,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Dendritic cell
Dendritic cell,,IL3RA,Human,Gastrointestinal tract,Stomach,Gastric Cancer,Cancer cell,Dendritic cell
Endocrine cell,,CHGA,Human,Gastrointestinal tract,Gastrointestinal tract,Gastric Adenocarcinoma,Cancer cell,Endocrine cell
Endothelial cell,,PECAM1,Human,Gastrointestinal tract,Esophagus,Esophageal Squamous Cell Carcinoma,Cancer cell,Endothelial cell
