broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Stem cell,Adipose-derived,CD34,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD146,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD271,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD105,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD90,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD73,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD44,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD29,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,Adipose-derived,CD106,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,,OCT4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,,KLF4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,,c-Myc,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,,NANOG,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,,SOX2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
Stem cell,,Nestin,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell
