broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Pericyte,,CD34,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,CD146,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,CD271,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,CD31,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,CD45,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,CD105,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,NG2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,MCAM,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,NGFR,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,PECAM1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,PTPRC,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
Pericyte,,CSPG4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Pericyte
