broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Fat cell,adipocyte,CIDEA,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,FABP4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,UCP1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,ZIC1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,DLK1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,BSCL2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,ADIPOR1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,DLK2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,ADIPOR2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,VSTM2A,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,VSTM2B,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,CD137,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,PPARgamma,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,GLUT4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,CHC22,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,ACRP30,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,FATP5,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,FATP4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,FATP2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,FATP6,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,FATP1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,gACRP30,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,Galectin-12,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,Leptin,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,Perilipin-2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,PGC-1-alpha,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,TNFRSF9,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,PPARG,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,SLC2A4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,CLTCL1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,ADIPOQ,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,SLC27A5,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,SLC27A4,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,SLC27A2,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,SLC27A6,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
Fat cell,adipocyte,SLC27A1,Human,Adipose tissue,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte)
