species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Blood,Peripheral blood,UBERON_0005408,Normal,Normal cell,Patelet,,PF4,PF4
Human,Blood,Peripheral blood,UBERON_0005408,Normal,Normal cell,Patelet,,TUBB1,TUBB1
Human,Blood,Peripheral blood,UBERON_0005408,Normal,Normal cell,Patelet,,PPBP,PPBP
