broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Macrophage,,CD64,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,CD11C,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,CD11b,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,CD68,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,HLADR,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,CD14,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,CD16,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,FCGR1A,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,ITGAX,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
Macrophage,,FCGR3A,Human,Peritoneal fluid,Peritoneal fluid,Normal,Normal cell,Macrophage
