species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Spleen,Spleen,UBERON_0002106,Normal,Normal cell,γ δ T cell,,TRGV2,TRGV2
Human,Spleen,Spleen,UBERON_0002106,Normal,Normal cell,γ δ T cell,,FCGR3A,FCGR3A
