broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Dendritic cell,,C1QA,Human,Intestine,Colorectum,Colorectal cancer,Cancer cell,Dendritic cell
Dendritic cell,,CSF1R,Human,Intestine,Colorectum,Colorectal cancer,Cancer cell,Dendritic cell
