species,tissue_class,tissue_type,uberonongology_id,cancer_type,cell_type,cell_name,cellontology_id,marker,Symbol
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,EpCAM,
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,ALDH1,ALDH1A1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD166,ALCAM
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,LGR5,LGR5
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,LGR5,LGR5
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,OCT4,POU5F1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,EpCAM,
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD24,CD24
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,SOX2,SOX2
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,MSI1,MSI1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD166,ALCAM
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,KLF4,KLF4
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,BMI1,BMI1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,NANOG,NANOG
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,DCLK1,DCLK1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,Beta-catenin,
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD26,DPP4
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,ALDH1A1,ALDH1A1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,ALDH1B1,ALDH1B1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD29,ITGB1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,c-Myc,MYC
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CDX2,CDX2
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,LIN28,LIN28A
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,EpCAM,
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,Aldehyde dehydrogenase 1,
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,LGR5,LGR5
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,SOX2,SOX2
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD133,PROM1
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD44,CD44
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,ESA,FLOT2
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD166,ALCAM
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,CD24,CD24
Human,Undefined,Undefined,,Colorectal Cancer,Cancer cell,Cancer stem cell,,FLT1,FLT1
