broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Mesenchymal stem cell,,CD90,Human,Periosteum,Periosteum,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD166,Human,Periosteum,Periosteum,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,CD73,Human,Periosteum,Periosteum,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,THY1,Human,Periosteum,Periosteum,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,ALCAM,Human,Periosteum,Periosteum,Normal,Normal cell,Mesenchymal stem cell
Mesenchymal stem cell,,NT5E,Human,Periosteum,Periosteum,Normal,Normal cell,Mesenchymal stem cell
Progenitor cell,Periosteum-derived,CD166,Human,Periosteum,Periosteum,Normal,Normal cell,Periosteum-derived progenitor cell
Progenitor cell,Periosteum-derived,CD9,Human,Periosteum,Periosteum,Normal,Normal cell,Periosteum-derived progenitor cell
Progenitor cell,Periosteum-derived,CD90,Human,Periosteum,Periosteum,Normal,Normal cell,Periosteum-derived progenitor cell
Progenitor cell,Periosteum-derived,ALCAM,Human,Periosteum,Periosteum,Normal,Normal cell,Periosteum-derived progenitor cell
Progenitor cell,Periosteum-derived,THY1,Human,Periosteum,Periosteum,Normal,Normal cell,Periosteum-derived progenitor cell
